Cust_Id,American Beauty,The Wedding Planner,Pirates of the Caribbean: The Curse of the Black Pearl,50 First Dates,What Women Want,The Bourne Supremacy,Lord of the Rings: The Fellowship of the Ring,Braveheart,Ghost,Men in Black II,The Last Samurai,Bruce Almighty,Shrek 2,Finding Nemo (Widescreen),The Sixth Sense,The Italian Job,Beijing Bicycle,Pearl Harbor,Pulp Fiction,Forrest Gump,Lord of the Rings: The Two Towers,Swordfish,Spider-Man 2,Lost in Translation,The Rock,Twister,Mystic River,John Q,Double Jeopardy,Men in Black,Two Weeks Notice,Troy,Gladiator,The Patriot,Lethal Weapon 4,Kill Bill: Vol. 1,How to Lose a Guy in 10 Days,The Shawshank Redemption: Special Edition,The Matrix,Ocean's Eleven,Independence Day,The Day After Tomorrow,Sweet Home Alabama,Con Air,The Green Mile,The Fugitive,Titanic,Indiana Jones and the Last Crusade,National Treasure,The Terminal
1026933,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,3.081081081081081,4.0,2.0,4.0,3.0,2.0,4.0,2.0,3.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,3.0,5.0,1.0,4.0,4.0,3.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0
1028463,4.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.5629032258064517,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,,5.0
1029163,2.0,,3.0,1.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,1.0,3.0,4.0,4.0,3.0,2.170278637770898,1.0,3.0,3.0,4.0,1.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0
1030857,5.0,,3.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,1.5860284605433377,1.0,5.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,5.0,2.0,2.0,4.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0
1033930,4.0,3.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.47014115092291,4.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,5.0,3.0,5.0,3.0,5.0,5.0,4.0,5.0,5.0,2.0,4.0,5.0,4.0,4.0,5.0,,5.0
1037245,3.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,3.0,3.0,3.0,4.0,5.0,5.0,4.0,3.510259917920657,5.0,4.0,5.0,5.0,3.0,,,,4.0,5.0,3.0,4.0,5.0,4.0,4.0,5.0,5.0,3.0,,4.0,5.0,5.0,,4.0,5.0,4.0,1.0,5.0,4.0,5.0,,4.0,4.0
1037705,4.0,3.0,5.0,2.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,2.0,4.00668449197861,3.0,5.0,5.0,5.0,3.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,4.0,3.0,3.0,5.0,3.0,4.0,4.0,2.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0
1038880,4.0,,3.0,3.0,2.0,3.0,5.0,5.0,3.0,2.0,3.0,3.0,,3.0,5.0,3.0,3.0521844660194173,3.0,5.0,5.0,5.0,3.0,,3.0,3.0,2.0,,,2.0,3.0,1.0,4.0,5.0,2.0,2.0,5.0,2.0,5.0,5.0,3.0,2.0,1.0,2.0,3.0,5.0,4.0,4.0,4.0,3.0,
1042938,4.0,4.0,5.0,4.0,3.0,5.0,5.0,5.0,4.0,3.0,5.0,4.0,4.0,5.0,5.0,5.0,3.667571234735414,3.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,,4.0,4.0,3.0,3.0,4.0,4.0,5.0,5.0,3.0,5.0,4.0,5.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,,3.0
1045879,5.0,,4.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,,4.0,5.0,,5.0,5.0,2.7367758186397984,,3.0,2.0,5.0,4.0,3.0,,3.0,3.0,,2.0,4.0,4.0,,,4.0,4.0,2.0,3.0,2.0,4.0,5.0,2.0,5.0,,4.0,2.0,4.0,3.0,2.0,5.0,4.0,
1061195,3.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,3.0,5.0,4.0,5.0,5.0,5.0,4.0,3.0914359304571795,4.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,4.0,4.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,4.0,5.0,,5.0
1072312,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.944809461235217,3.0,4.0,4.0,5.0,3.0,4.0,2.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0
1072585,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,5.0,4.0,3.2110481586402266,3.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,5.0,4.0,3.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,3.0
1086481,2.0,2.0,4.0,1.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0191570881226055,4.0,5.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,,4.0,3.0,4.0,5.0,5.0,4.0,3.0,,4.0,4.0,2.0,4.0,5.0,2.0,3.0,3.0,4.0,4.0,4.0,,2.0
1092521,3.0,3.0,3.0,,,3.0,3.0,3.0,3.0,,,,4.0,3.0,3.0,,3.169741697416974,,5.0,2.0,,4.0,4.0,4.0,3.0,3.0,3.0,,3.0,3.0,3.0,,4.0,3.0,2.0,,,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,,
1105029,5.0,3.0,4.0,4.0,2.0,5.0,5.0,3.0,4.0,2.0,5.0,3.0,5.0,5.0,4.0,,3.198844884488449,,4.0,5.0,5.0,,5.0,5.0,3.0,,4.0,2.0,2.0,3.0,3.0,,5.0,3.0,,5.0,1.0,5.0,4.0,3.0,,2.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0
1106241,5.0,,5.0,1.0,3.0,4.0,4.0,4.0,1.0,2.0,4.0,3.0,5.0,4.0,3.0,3.0,2.162043795620438,,5.0,5.0,4.0,3.0,5.0,4.0,3.0,,4.0,,1.0,,1.0,3.0,4.0,4.0,4.0,1.0,1.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,,4.0,3.0,4.0,3.0,4.0
1107588,3.0,,,,3.0,4.0,4.0,4.0,2.0,2.0,4.0,3.0,,,2.0,4.0,2.5065710872162486,3.0,2.0,3.0,4.0,,3.0,3.0,4.0,,,,,3.0,3.0,4.0,4.0,5.0,4.0,3.0,2.0,,3.0,4.0,3.0,,,,4.0,3.0,1.0,5.0,4.0,
1110156,5.0,3.0,4.0,3.0,3.0,4.0,5.0,5.0,3.0,3.0,5.0,4.0,5.0,4.0,5.0,2.0,2.8941634241245136,5.0,5.0,5.0,5.0,3.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,5.0,5.0,4.0,3.0,5.0,3.0,4.0,5.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0,4.0,3.0
1114324,3.0,3.0,5.0,5.0,3.0,4.0,5.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,5.0,5.0,2.951064793837789,3.0,4.0,5.0,5.0,3.0,5.0,2.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,3.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,3.0,4.0,4.0
1116080,5.0,1.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,3.1475409836065573,2.0,5.0,5.0,4.0,4.0,3.0,1.0,3.0,4.0,3.0,3.0,3.0,5.0,3.0,1.0,4.0,1.0,4.0,5.0,3.0,2.0,5.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0,5.0,4.0,4.0
1117152,4.0,3.0,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.557397959183674,,5.0,,5.0,5.0,5.0,3.0,5.0,,5.0,5.0,,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
1123175,3.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,5.0,3.0,4.0,4.0,4.0,5.0,3.18809201623816,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,3.0,3.0,5.0,5.0,4.0,3.0,3.0,5.0,5.0
1123618,,3.0,,3.0,,3.0,3.0,3.0,4.0,3.0,3.0,,,4.0,4.0,3.0,2.832901554404145,3.0,4.0,,3.0,,,,2.0,1.0,,,2.0,3.0,3.0,3.0,,4.0,1.0,3.0,4.0,,2.0,3.0,2.0,2.0,3.0,2.0,,4.0,2.0,,,3.0
1139570,3.0,3.0,3.0,2.0,3.0,3.0,5.0,,3.0,3.0,4.0,3.0,4.0,,4.0,3.0,3.1901709401709404,,5.0,4.0,5.0,3.0,3.0,4.0,3.0,4.0,3.0,,3.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,,4.0,4.0,3.0
1143750,5.0,1.0,4.0,3.0,1.0,3.0,3.0,5.0,4.0,1.0,1.0,2.0,4.0,3.0,5.0,1.0,2.866206896551724,1.0,5.0,5.0,4.0,2.0,5.0,3.0,2.0,2.0,4.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,5.0,1.0,5.0,5.0,2.0,2.0,1.0,3.0,1.0,5.0,3.0,1.0,5.0,,4.0
1146000,4.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,1.0,2.0,3.0,3.0,,3.0,2.0,2.3197860962566845,1.0,5.0,4.0,3.0,2.0,3.0,5.0,3.0,1.0,,1.0,2.0,3.0,3.0,1.0,5.0,2.0,1.0,4.0,1.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,,2.0,3.0
1147641,1.0,3.0,5.0,3.0,2.0,4.0,5.0,5.0,5.0,1.0,,,3.0,3.0,5.0,3.0,1.6726190476190477,4.0,,2.0,5.0,3.0,5.0,1.0,5.0,3.0,1.0,3.0,5.0,3.0,1.0,4.0,,,5.0,,2.0,,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,,,3.0
1156852,4.0,3.0,5.0,4.0,3.0,4.0,5.0,4.0,3.0,2.0,4.0,4.0,5.0,5.0,5.0,4.0,3.527891156462585,3.0,5.0,5.0,5.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,,4.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,5.0,4.0,3.0,3.0
1166912,3.0,2.0,3.0,,,,4.0,4.0,4.0,2.0,,3.0,,4.0,4.0,3.0,2.416918429003021,4.0,4.0,4.0,4.0,4.0,4.0,,2.0,2.0,,1.0,3.0,2.0,2.0,,4.0,3.0,2.0,4.0,3.0,4.0,3.0,,,,3.0,3.0,4.0,2.0,3.0,3.0,,
1179117,5.0,,4.0,2.0,,,5.0,5.0,2.0,3.0,4.0,3.0,4.0,5.0,5.0,3.0,3.14621409921671,2.0,5.0,4.0,5.0,2.0,3.0,4.0,4.0,2.0,5.0,1.0,,3.0,1.0,4.0,4.0,3.0,5.0,5.0,1.0,5.0,5.0,3.0,3.0,3.0,,4.0,5.0,3.0,1.0,5.0,,2.0
1181550,4.0,5.0,5.0,5.0,4.0,,5.0,4.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,3.774147727272727,5.0,5.0,5.0,5.0,,5.0,,5.0,5.0,,,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,
1184498,5.0,3.0,5.0,3.0,4.0,4.0,4.0,5.0,2.0,3.0,,3.0,3.0,4.0,4.0,4.0,3.6933019976498236,,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,,,3.0,4.0,3.0,4.0,4.0,,5.0,4.0,2.0,5.0,3.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0
1189269,3.0,3.0,5.0,,4.0,5.0,5.0,4.0,5.0,4.0,,3.0,,,5.0,5.0,4.304721030042918,3.0,5.0,4.0,5.0,,5.0,,3.0,5.0,5.0,5.0,4.0,4.0,,,4.0,,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,2.0,5.0,5.0,
1190829,5.0,,1.0,4.0,2.0,2.0,5.0,4.0,4.0,2.0,1.0,3.0,5.0,5.0,4.0,2.0,3.166243654822335,3.0,4.0,5.0,5.0,,3.0,5.0,4.0,4.0,3.0,,4.0,4.0,1.0,,4.0,3.0,3.0,,,4.0,2.0,2.0,4.0,,2.0,3.0,5.0,4.0,4.0,5.0,3.0,3.0
1205174,3.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,3.0,3.882235528942116,4.0,4.0,5.0,5.0,5.0,5.0,,5.0,4.0,3.0,4.0,5.0,5.0,3.0,5.0,4.0,5.0,4.0,3.0,4.0,5.0,4.0,3.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0
1220170,2.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,2.948148148148148,3.0,1.0,3.0,5.0,1.0,3.0,2.0,4.0,4.0,3.0,,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,1.0,3.0,4.0,4.0,3.0,3.0,4.0,,4.0
1223912,4.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.1776223776223778,3.0,3.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,,5.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,3.0
1224299,,3.0,4.0,,4.0,5.0,5.0,,,4.0,5.0,3.0,,4.0,5.0,,3.4980289093298294,,3.0,3.0,5.0,3.0,3.0,,4.0,4.0,4.0,4.0,5.0,,3.0,4.0,4.0,5.0,5.0,2.0,,4.0,5.0,4.0,4.0,5.0,3.0,4.0,5.0,4.0,4.0,5.0,,4.0
1227322,2.0,,4.0,3.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,,5.0,5.0,2.0,1.73855702094647,2.0,4.0,3.0,4.0,,,2.0,2.0,1.0,3.0,,3.0,4.0,,,3.0,4.0,2.0,,,5.0,4.0,2.0,2.0,1.0,,2.0,4.0,3.0,,2.0,1.0,4.0
1229628,4.0,4.0,5.0,4.0,5.0,1.0,1.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,5.0,4.0,3.136619718309859,3.0,4.0,4.0,1.0,5.0,2.0,2.0,5.0,5.0,3.0,4.0,5.0,3.0,3.0,4.0,2.0,3.0,4.0,5.0,5.0,5.0,,4.0,4.0,1.0,4.0,3.0,1.0,3.0,1.0,2.0,5.0,3.0
1233297,4.0,,3.0,3.0,,4.0,5.0,3.0,4.0,3.0,5.0,3.0,,4.0,5.0,3.0,3.1403688524590163,2.0,5.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,5.0,4.0,3.0,4.0,3.0,3.0,4.0,5.0,1.0,4.0,,5.0,5.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,3.0,5.0,3.0,
1238184,5.0,1.0,5.0,5.0,3.0,,5.0,4.0,,5.0,5.0,2.0,,4.0,4.0,5.0,2.808764940239044,1.0,3.0,5.0,5.0,2.0,,4.0,3.0,5.0,,,1.0,5.0,2.0,4.0,5.0,4.0,3.0,4.0,,5.0,4.0,4.0,5.0,3.0,1.0,2.0,4.0,4.0,3.0,5.0,3.0,
1255703,,4.0,5.0,4.0,,5.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,3.610787172011662,4.0,1.0,5.0,5.0,2.0,4.0,1.0,5.0,3.0,4.0,5.0,4.0,5.0,,5.0,4.0,3.0,4.0,1.0,4.0,5.0,4.0,5.0,5.0,4.0,,3.0,3.0,2.0,2.0,5.0,5.0,
1257336,3.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,,5.0,5.0,5.0,5.0,5.0,2.7795454545454548,1.0,4.0,4.0,5.0,5.0,5.0,,5.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0
1257454,3.0,,3.0,2.0,,4.0,5.0,4.0,1.0,3.0,4.0,2.0,3.0,5.0,4.0,4.0,2.3813559322033897,3.0,4.0,3.0,5.0,4.0,3.0,4.0,3.0,2.0,4.0,2.0,3.0,3.0,1.0,2.0,4.0,4.0,3.0,3.0,1.0,,5.0,3.0,4.0,1.0,1.0,3.0,3.0,4.0,1.0,4.0,1.0,1.0
1268699,3.0,3.0,5.0,2.0,4.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,4.0,4.0,4.0,5.0,2.6137339055793993,2.0,2.0,4.0,3.0,1.0,4.0,,3.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,,2.0,3.0,1.0,3.0,4.0,4.0,4.0,,3.0,4.0,1.0,4.0,2.0,
1272379,1.0,3.0,4.0,3.0,2.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,5.0,5.0,4.0,4.0,1.824098504837291,2.0,1.0,3.0,5.0,1.0,5.0,1.0,4.0,3.0,,,2.0,4.0,3.0,,5.0,4.0,2.0,4.0,3.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,4.0,3.0,
1279360,5.0,,4.0,2.0,3.0,2.0,,3.0,3.0,3.0,3.0,,3.0,4.0,4.0,2.0,3.186875891583452,2.0,3.0,5.0,,2.0,4.0,,,2.0,4.0,3.0,3.0,4.0,3.0,5.0,2.0,4.0,,,,4.0,3.0,3.0,,3.0,2.0,1.0,4.0,4.0,4.0,4.0,3.0,2.0
1282217,5.0,1.0,5.0,5.0,2.0,3.0,5.0,4.0,1.0,2.0,3.0,5.0,5.0,5.0,3.0,3.0,2.766990291262136,1.0,5.0,5.0,5.0,4.0,4.0,2.0,2.0,,2.0,4.0,,3.0,1.0,5.0,3.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,2.0,,5.0,2.0,1.0,4.0,,4.0
1284016,,3.0,4.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,,3.0,3.0,3.0,4.0,1.0,2.541374474053296,5.0,,5.0,4.0,2.0,3.0,,4.0,5.0,3.0,4.0,4.0,,3.0,1.0,3.0,2.0,4.0,5.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0
1287892,2.0,2.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,3.0,2.5959885386819486,3.0,4.0,5.0,5.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,3.0
1298511,5.0,1.0,5.0,3.0,2.0,4.0,5.0,5.0,1.0,4.0,3.0,3.0,3.0,5.0,4.0,3.0,2.7808988764044944,3.0,4.0,5.0,4.0,2.0,3.0,5.0,4.0,4.0,5.0,4.0,3.0,5.0,1.0,3.0,5.0,4.0,4.0,5.0,,5.0,3.0,3.0,3.0,3.0,3.0,,4.0,4.0,1.0,5.0,1.0,3.0
1299887,4.0,2.0,5.0,2.0,2.0,3.0,5.0,3.0,5.0,1.0,3.0,1.0,5.0,5.0,4.0,2.0,3.622555410691004,2.0,5.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,,3.0,3.0,3.0,3.0,4.0,2.0,3.0,5.0,,4.0,5.0,3.0,5.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,3.0,2.0
1300759,4.0,,4.0,,4.0,4.0,4.0,4.0,4.0,3.0,4.0,,,,5.0,4.0,3.7284046692607005,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,,5.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,5.0,3.0,
1301819,4.0,,4.0,,,2.0,4.0,4.0,3.0,4.0,3.0,3.0,,3.0,3.0,4.0,3.571098265895954,3.0,5.0,4.0,5.0,4.0,,5.0,4.0,4.0,,,3.0,4.0,3.0,,4.0,3.0,3.0,5.0,3.0,5.0,5.0,3.0,5.0,2.0,,3.0,3.0,3.0,3.0,4.0,4.0,2.0
1309838,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
1310425,,2.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0,3.0,5.0,3.0,5.0,5.0,5.0,4.0,2.9375,5.0,2.0,2.0,4.0,3.0,4.0,1.0,5.0,2.0,4.0,5.0,3.0,3.0,4.0,4.0,5.0,5.0,4.0,1.0,4.0,5.0,1.0,1.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0
1314869,4.0,3.0,4.0,3.0,3.0,4.0,5.0,4.0,2.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,2.9787316318638823,4.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,3.0,5.0,5.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,3.0,5.0,3.0,4.0
1317671,4.0,4.0,5.0,3.0,1.0,4.0,3.0,,3.0,2.0,1.0,5.0,4.0,2.0,4.0,4.0,3.0337457817772777,2.0,4.0,4.0,3.0,1.0,3.0,5.0,,3.0,4.0,,4.0,5.0,1.0,5.0,4.0,1.0,,,3.0,4.0,2.0,4.0,3.0,5.0,4.0,,4.0,,3.0,3.0,1.0,2.0
1334853,3.0,3.0,4.0,3.0,,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.163129973474801,3.0,3.0,4.0,,3.0,3.0,,4.0,3.0,4.0,3.0,3.0,5.0,,3.0,2.0,4.0,4.0,2.0,,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,5.0,3.0,3.0
1357209,3.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.2920110192837466,3.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,5.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0
1370564,2.0,2.0,5.0,4.0,3.0,4.0,5.0,5.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,2.809417040358744,3.0,3.0,5.0,5.0,3.0,5.0,1.0,3.0,3.0,1.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,1.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,5.0,3.0,4.0,5.0,4.0
1374197,5.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,2.0,5.0,4.0,5.0,4.0,3.0,3.0,3.032332563510393,2.0,5.0,4.0,5.0,3.0,4.0,5.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,5.0
1380915,5.0,2.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,,3.0,3.0,4.0,5.0,5.0,3.0,3.6959287531806617,1.0,4.0,3.0,5.0,1.0,4.0,5.0,3.0,3.0,5.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,2.0,5.0,,5.0,5.0,4.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,5.0,3.0,4.0
1398256,2.0,3.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,5.0,4.0,5.0,4.0,5.0,5.0,3.494875549048316,5.0,1.0,4.0,5.0,5.0,5.0,,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0,2.0,5.0,4.0,5.0,4.0,3.0,5.0,4.0,5.0,4.0,5.0,4.0,3.0
1403217,5.0,2.0,4.0,2.0,2.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,,4.0,5.0,2.306110793832096,2.0,4.0,5.0,5.0,3.0,5.0,5.0,3.0,5.0,3.0,2.0,2.0,4.0,2.0,2.0,3.0,2.0,1.0,4.0,2.0,5.0,5.0,4.0,5.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0
1420020,1.0,3.0,4.0,3.0,1.0,3.0,3.0,4.0,3.0,,3.0,3.0,3.0,3.0,2.0,3.0,2.5871156661786237,2.0,3.0,,3.0,4.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,,3.0,
1420308,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,3.789473684210526,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0
